path,bytes,status,purpose,deletion_advice
deepseek-v4-csa-b/simpler-operator/cache/incore_34_aiv_rmsnorm_rope_a2a3.bin,3460,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_35_aic_kv_hadamard_a2a3.bin,700,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_36_aiv_kv_and_cache_write_a2a3.bin,2392,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_37_aic_score_aic_a2a3.bin,1600,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_38_aiv_score_aiv_a2a3.bin,7116,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_39_aiv_topk_a2a3.bin,1752,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_3_aiv_split_pre_post_a2a3.bin,1092,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_40_aiv_kv_touch_a2a3.bin,100,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_41_aiv_csa_slots_build_valid_qk_plan_a2a3.bin,2796,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_42_aic_qk_pv_aic_a2a3.bin,4300,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_43_aiv_qk_pv_aiv_a2a3.bin,3384,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_44_aiv_rope_cs_a2a3.bin,4656,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_45_aiv_merge_norm_a2a3.bin,3980,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_46_aic_proj_a_mm_a2a3.bin,1116,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_47_aiv_quant_a2a3.bin,4732,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_48_aic_proj_b_mm_a2a3.bin,1500,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_49_aiv_proj_b_act_a2a3.bin,1572,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_4_aiv_comb_sinkhorn_a2a3.bin,3208,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_50_aiv_hc_post_a2a3.bin,1232,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_5_aiv_mix_x_a2a3.bin,2092,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_6_aiv_csa_rope_step_a2a3.bin,1384,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_7_aiv_rope_interleave_a2a3.bin,2300,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_8_aiv_csa_cmp_rope_a2a3.bin,608,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/cache/incore_9_aiv_rope_interleave_0_a2a3.bin,2300,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
deepseek-v4-csa-b/simpler-operator/compiled_meta.json,6991,tracked,PyPTO replay所需编译ABI元数据：参数顺序、shape、dtype和方向等。,保留；当前replay loader绑定ABI需要。
deepseek-v4-csa-b/simpler-operator/kernel_config.py,10169,tracked,运行时kernel ID、源文件、核类型、参数方向和orchestration入口注册表。,保留；所有注册源文件与此表配套。
deepseek-v4-csa-b/simpler-operator/kernels/aic/hc_pre_linear.cpp,20635,tracked,Hyper-connection系数线性投影。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/hc_pre_linear.o,125792,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/idx_qr_proj_matmul.cpp,20777,tracked,Indexer查询投影矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/idx_qr_proj_matmul.o,129104,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_hadamard.cpp,12513,tracked,Indexer KV Hadamard变换。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_hadamard.o,106328,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_proj_matmul.cpp,21148,tracked,KV投影矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_proj_matmul.o,126608,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_score_proj.cpp,28663,tracked,压缩器KV/score联合投影；_0为Indexer内压缩分支，无后缀为主压缩分支。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_score_proj.o,137128,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_score_proj_0.cpp,29444,tracked,压缩器KV/score联合投影；独立注册的专用分组/调用版本，后缀不代表可删除副本；_0为Indexer内压缩分支，无后缀为主压缩分支。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/kv_score_proj_0.o,142224,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/proj_a_mm.cpp,20635,tracked,低秩输出投影第一段矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/proj_a_mm.o,126792,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/proj_b_mm.cpp,21745,tracked,低秩输出投影第二段矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/proj_b_mm.o,133128,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qk_pv_aic.cpp,97084,tracked,mixed稀疏attention的QK/PV矩阵计算。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qk_pv_aic.o,256664,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qproj_matmul.cpp,19496,tracked,Q展开投影矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qproj_matmul.o,125864,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qr_hadamard_matmul.cpp,12022,tracked,查询Hadamard矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qr_hadamard_matmul.o,104872,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qr_proj_matmul.cpp,21244,tracked,QR低秩投影矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/qr_proj_matmul.o,126808,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/score_aic.cpp,93874,tracked,mixed score的AIC矩阵计算部分。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/score_aic.o,139528,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aic/weights_proj.cpp,15308,tracked,Indexer头权重投影。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aic/weights_proj.o,123608,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/comb_sinkhorn.cpp,88443,tracked,组合系数的Sinkhorn归一化。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/comb_sinkhorn.o,316664,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_cache_writeback.cpp,8767,tracked,KV缓存写回。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_cache_writeback.o,85008,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_cmp_rope.cpp,13656,tracked,准备压缩位置RoPE数据。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_cmp_rope.o,88480,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_rope_step.cpp,23871,tracked,准备当前decode步的RoPE数据。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_rope_step.o,140256,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_slots_build_valid_qk_plan.cpp,36543,tracked,构造滑窗/压缩稀疏slot及有效QK计划。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/csa_slots_build_valid_qk_plan.o,268712,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/hc_post.cpp,48364,tracked,Hyper-connection输出与残差流组合。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/hc_post.o,141528,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/hc_pre_linear_reduce.cpp,10478,tracked,线性投影分片结果归约。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/hc_pre_linear_reduce.o,75416,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/hc_pre_rms.cpp,25962,tracked,输入RMS统计。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/hc_pre_rms.o,144504,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/idx_qr_proj_dequant.cpp,14434,tracked,Indexer投影反量化。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/idx_qr_proj_dequant.o,148624,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_and_cache_write.cpp,24712,tracked,Indexer KV数据处理与cache写入。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_and_cache_write.o,201208,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_proj_seed.cpp,5944,tracked,初始化KV投影累加缓冲。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_proj_seed.o,62872,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_rms_norm_rope.cpp,55105,tracked,KV归一化和RoPE。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_rms_norm_rope.o,282792,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_touch.cpp,4720,tracked,通过cache自拷贝表达真实缓存依赖；不是可删除dummy。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/kv_touch.o,60824,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/merge_norm.cpp,94395,tracked,合并稀疏块的attention输出和归一化统计。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/merge_norm.o,345192,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/mix_x.cpp,35235,tracked,按系数混合残差流作为attention输入。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/mix_x.o,170416,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/proj_b_act.cpp,22776,tracked,第二段输出投影结果处理。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/proj_b_act.o,163224,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/q_rope_prepare.cpp,63553,tracked,准备Q侧RoPE数据。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/q_rope_prepare.o,345816,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qk_pv_aiv.cpp,97246,tracked,mixed稀疏attention的数据准备、softmax及向量协作。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qk_pv_aiv.o,246296,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qproj_dequant_rms_nope_rope.cpp,59049,tracked,Q反量化、归一化及NoPE/RoPE处理。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qproj_dequant_rms_nope_rope.o,334968,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_hadamard_quant.cpp,20014,tracked,Hadamard结果量化。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_hadamard_quant.o,188352,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_proj_seed.cpp,5963,tracked,初始化QR投影累加缓冲。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_proj_seed.o,66080,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_rms_norm_quant.cpp,53662,tracked,QR结果RMS归一化及量化。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_rms_norm_quant.o,295376,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_rope.cpp,23549,tracked,Indexer查询RoPE。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_rope.o,174728,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_rope_swap_idx.cpp,10792,tracked,构造RoPE交换索引。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/qr_rope_swap_idx.o,129144,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/quant.cpp,41040,tracked,输出投影中间结果量化。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/quant.o,237336,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rms_norm.cpp,33152,tracked,RMS归一化。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rms_norm.o,205736,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rmsnorm_rope.cpp,46652,tracked,Indexer压缩结果归一化及RoPE。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rmsnorm_rope.o,295864,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rmsnorm_rope_cache_write.cpp,54085,tracked,主压缩结果归一化、RoPE与cache写入。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rmsnorm_rope_cache_write.o,324280,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rope_cs.cpp,35812,tracked,输出阶段使用的RoPE cos/sin数据准备。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rope_cs.o,253008,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rope_interleave.cpp,24761,tracked,RoPE数据交错排布。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rope_interleave.o,176504,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rope_interleave_0.cpp,24695,tracked,RoPE数据交错排布；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/rope_interleave_0.o,176512,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/scatter_softmax_pool.cpp,52053,tracked,压缩状态scatter、softmax池化；_0为Indexer内压缩分支，无后缀为主压缩分支。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/scatter_softmax_pool.o,225088,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/scatter_softmax_pool_0.cpp,55216,tracked,压缩状态scatter、softmax池化；独立注册的专用分组/调用版本，后缀不代表可删除副本；_0为Indexer内压缩分支，无后缀为主压缩分支。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/scatter_softmax_pool_0.o,224416,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/score_aiv.cpp,94036,tracked,mixed score的AIV搬运、反量化及归约部分。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/score_aiv.o,303656,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/split_pre_post.cpp,28465,tracked,拆分pre/post混合系数。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/split_pre_post.o,163808,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/topk.cpp,22074,tracked,从score选择Top-K位置。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/topk.o,179232,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/weights_proj_reduce.cpp,12945,tracked,头权重分片归约。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
deepseek-v4-csa-b/simpler-operator/kernels/aiv/weights_proj_reduce.o,86560,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/orchestration/attention_csa_test.cpp,60646,tracked,生成的AICPU编排：创建/提交任务、传递参数、连接依赖和中间张量。,保留；删除会使随包Simpler无法重建运行。
deepseek-v4-csa-b/simpler-operator/orchestration/attention_csa_test.so,1109816,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
deepseek-v4-csa-b/simpler-operator/test_decode_csa.py,480,tracked,Simpler replay薄入口，导入兄弟Python目录并传入runtime_dir执行生成C++。,保留；当前Simpler命令入口。
deepseek-v4-csa-b/structural_validation.json,659,tracked,上述结构校验最近一次结果，不是Golden数值验证的替代品。,可选删除；可运行verify_scheme_b.py重建，但会失去该次结果记录。
deepseek-v4-csa-b/verify_scheme_b.py,5214,tracked,检查B默认位置、工作项覆盖、页表隔离及相对A的BlockDim变化。,仅运行模型时可删；建议保留结构回归能力。
qwen3-decode-layer/PROVENANCE.json,10618,tracked,源版本、采集身份、工具/验证信息及随包文件SHA-256清单。,保留；不是运行必需，但用于确认代码与采集配套。文件删改后必须同步清单。
qwen3-decode-layer/chip_swimlane_records.json,236981,tracked,原始芯片采集：核类型、任务ID、开始/结束时间及调度记录；物理记录统计的依据。,保留；删除将失去该次实测证据，重新运行不保证相同耗时。
qwen3-decode-layer/concurrency_analysis.json,4092,tracked,该次采集的静态/实测并发分析；B还包含逐kernel时间统计。,可选删除；丢失机器可读分析且README引用需调整，建议保留。
qwen3-decode-layer/dependency_graph.svg,19815,tracked,合并算子后的近似对称依赖图，省略传递边，MIX每block计一个任务。,可重建，但用户指定交付，建议保留。
qwen3-decode-layer/dependency_graph_counts.json,10484,tracked,SVG节点计数、成员TaskId、原始记录数、合并前后依赖边；便于审计图示。,可选删除；SVG生成时可重建，不影响运行或打开SVG。
qwen3-decode-layer/deps.json,140226,tracked,逻辑任务、kernel ID、BlockDim、张量和wait依赖；依赖图及静态并发分析的依据。,保留；是约定交付物和SVG生成输入。
